Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor;Ano
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;12.366 - Educação de Jovens e Adultos;siconfi-cor_TotalDespesas;16120;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;12.367 - Educação Especial;siconfi-cor_TotalDespesas;9885,9;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;12.368 - Educação Básica;siconfi-cor_TotalDespesas;493969151,1;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;12.122 - Administração Geral;siconfi-cor_TotalDespesas;459921988,5;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU12 - Demais Subfunções;siconfi-cor_TotalDespesas;384434243,6;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;13 - Cultura;siconfi-cor_TotalDespesas;250501119;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;13.391 - Patrimônio Histórico, Artístico e Arqueológico;siconfi-cor_TotalDespesas;10105068,64;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;128438648,4;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;13.122 - Administração Geral;siconfi-cor_TotalDespesas;105626113,3;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU13 - Demais Subfunções;siconfi-cor_TotalDespesas;6331288,63;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;14 - Direitos da Cidadania;siconfi-cor_TotalDespesas;543594351,5;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;14.421 - Custódia e Reintegração Social;siconfi-cor_TotalDespesas;441745630,7;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;14.422 - Direitos Individuais, Coletivos e Difusos;siconfi-cor_TotalDespesas;14789436,81;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;14.122 - Administração Geral;siconfi-cor_TotalDespesas;76236444,26;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU14 - Demais Subfunções;siconfi-cor_TotalDespesas;10822839,78;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;15 - Urbanismo;siconfi-cor_TotalDespesas;853290981,5;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;15.451 - Infraestrutura Urbana;siconfi-cor_TotalDespesas;684463006,2;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;15.452 - Serviços Urbanos;siconfi-cor_TotalDespesas;2046447,57;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;15.453 - Transportes Coletivos Urbanos;siconfi-cor_TotalDespesas;64400040,36;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;15.122 - Administração Geral;siconfi-cor_TotalDespesas;84409033,59;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU15 - Demais Subfunções;siconfi-cor_TotalDespesas;17972453,71;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;16 - Habitação;siconfi-cor_TotalDespesas;70803973,43;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;16.482 - Habitação Urbana;siconfi-cor_TotalDespesas;57412621,07;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;16.122 - Administração Geral;siconfi-cor_TotalDespesas;6420944,41;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU16 - Demais Subfunções;siconfi-cor_TotalDespesas;6970407,95;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;17 - Saneamento;siconfi-cor_TotalDespesas;387425667,6;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;17.511 - Saneamento Básico Rural;siconfi-cor_TotalDespesas;88361865,98;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;17.512 - Saneamento Básico Urbano;siconfi-cor_TotalDespesas;189518439,2;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;17.122 - Administração Geral;siconfi-cor_TotalDespesas;94530754,77;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU17 - Demais Subfunções;siconfi-cor_TotalDespesas;15014607,65;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;18 - Gestão Ambiental;siconfi-cor_TotalDespesas;147369144;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;18.541 - Preservação e Conservação Ambiental;siconfi-cor_TotalDespesas;23315745,65;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;18.542 - Controle Ambiental;siconfi-cor_TotalDespesas;14929248,71;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;18.544 - Recursos Hídricos;siconfi-cor_TotalDespesas;7325318,63;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;18.122 - Administração Geral;siconfi-cor_TotalDespesas;97027804,24;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU18 - Demais Subfunções;siconfi-cor_TotalDespesas;4771026,79;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;19 - Ciência e Tecnologia;siconfi-cor_TotalDespesas;85491815,12;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;19.571 - Desenvolvimento Científico;siconfi-cor_TotalDespesas;15409813,93;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;19.573 - Difusão do Conhecimento Científico e Tecnológico;siconfi-cor_TotalDespesas;45812758,8;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;19.122 - Administração Geral;siconfi-cor_TotalDespesas;21661094,98;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU19 - Demais Subfunções;siconfi-cor_TotalDespesas;2608147,41;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;20 - Agricultura;siconfi-cor_TotalDespesas;582250860;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;20.606 - Extensão Rural;siconfi-cor_TotalDespesas;301751366,8;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;20.607 - Irrigação;siconfi-cor_TotalDespesas;173225;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;20.608 - Promoção da Produção Agropecuária;siconfi-cor_TotalDespesas;14160082,05;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;20.609 - Defesa Agropecuária;siconfi-cor_TotalDespesas;5218909,98;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;20.122 - Administração Geral;siconfi-cor_TotalDespesas;169977911,1;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU20 - Demais Subfunções;siconfi-cor_TotalDespesas;90969365,14;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;21 - Organização Agrária;siconfi-cor_TotalDespesas;4636175,34;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;21.631 - Reforma Agrária;siconfi-cor_TotalDespesas;663002,02;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;21.122 - Administração Geral;siconfi-cor_TotalDespesas;2383520,85;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU21 - Demais Subfunções;siconfi-cor_TotalDespesas;1589652,47;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;22 - Indústria;siconfi-cor_TotalDespesas;100508677,6;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;22.661 - Promoção Industrial;siconfi-cor_TotalDespesas;3179845,16;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;22.663 - Mineração;siconfi-cor_TotalDespesas;5522290,81;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;22.665 - Normalização e Qualidade;siconfi-cor_TotalDespesas;723061,5;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;22.122 - Administração Geral;siconfi-cor_TotalDespesas;83903012,41;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU22 - Demais Subfunções;siconfi-cor_TotalDespesas;7180467,69;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;23 - Comércio e Serviços;siconfi-cor_TotalDespesas;222277618,6;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;23.692 - Comercialização;siconfi-cor_TotalDespesas;13241643,02;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;23.695 - Turismo;siconfi-cor_TotalDespesas;82705676,82;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;23.122 - Administração Geral;siconfi-cor_TotalDespesas;38317181,25;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU23 - Demais Subfunções;siconfi-cor_TotalDespesas;88013117,55;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;24 - Comunicações;siconfi-cor_TotalDespesas;139135664,4;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;24.122 - Administração Geral;siconfi-cor_TotalDespesas;15534086,37;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU24 - Demais Subfunções;siconfi-cor_TotalDespesas;123601578;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;25 - Energia;siconfi-cor_TotalDespesas;8985432,54;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;25.752 - Energia Elétrica;siconfi-cor_TotalDespesas;8985432,54;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;26 - Transporte;siconfi-cor_TotalDespesas;552293661,5;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;26.781 - Transporte Aéreo;siconfi-cor_TotalDespesas;22008621,17;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;26.782 - Transporte Rodoviário;siconfi-cor_TotalDespesas;408448999,1;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;26.122 - Administração Geral;siconfi-cor_TotalDespesas;80615866,81;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU26 - Demais Subfunções;siconfi-cor_TotalDespesas;41220174,44;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;27 - Desporto e Lazer;siconfi-cor_TotalDespesas;211160709,8;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;27.811 - Desporto de Rendimento;siconfi-cor_TotalDespesas;176364365,7;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;27.812 - Desporto Comunitário;siconfi-cor_TotalDespesas;22954988,65;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;27.813 - Lazer;siconfi-cor_TotalDespesas;4788;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;27.122 - Administração Geral;siconfi-cor_TotalDespesas;10720410,49;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;FU27 - Demais Subfunções;siconfi-cor_TotalDespesas;1116156,95;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;28 - Encargos Especiais;siconfi-cor_TotalDespesas;9977452370;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;28.843 - Serviço da Dívida Interna;siconfi-cor_TotalDespesas;424176422,8;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;28.844 - Serviço da Dívida Externa;siconfi-cor_TotalDespesas;1048110564;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;28.845 - Outras Transferências;siconfi-cor_TotalDespesas;6827984373;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;28.846 - Outros Encargos Especiais;siconfi-cor_TotalDespesas;1677181010;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;Despesas Intraorçamentárias;siconfi-cor_TotalDespesas;2510158252;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;45775355324;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;01 - Legislativa;siconfi-cor_TotalDespesas;1004037875;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;341185114,9;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;01.032 - Controle Externo;siconfi-cor_TotalDespesas;250017924,3;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;01.122 - Administração Geral;siconfi-cor_TotalDespesas;376117494,9;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;FU01 - Demais Subfunções;siconfi-cor_TotalDespesas;36717340,78;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;02 - Judiciária;siconfi-cor_TotalDespesas;2118128754;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;02.061 - Ação Judiciária;siconfi-cor_TotalDespesas;1580540823;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;02.122 - Administração Geral;siconfi-cor_TotalDespesas;343179767,9;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;FU02 - Demais Subfunções;siconfi-cor_TotalDespesas;194408163,9;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;03 - Essencial à Justiça;siconfi-cor_TotalDespesas;1042546968;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;03.091 - Defesa da Ordem Jurídica;siconfi-cor_TotalDespesas;505165907,2;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;03.092 - Representação Judicial e Extrajudicial;siconfi-cor_TotalDespesas;146432841;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;03.122 - Administração Geral;siconfi-cor_TotalDespesas;307185823,1;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;FU03 - Demais Subfunções;siconfi-cor_TotalDespesas;83762397,07;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;04 - Administração;siconfi-cor_TotalDespesas;1236948940;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;04.121 - Planejamento e Orçamento;siconfi-cor_TotalDespesas;3055306,41;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;987285530,7;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;59765741,08;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;120999022,7;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;04.128 - Formação de Recursos Humanos;siconfi-cor_TotalDespesas;45579;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;1618437,88;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;64179322,45;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;06 - Segurança Pública;siconfi-cor_TotalDespesas;4301274308;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;06.181 - Policiamento;siconfi-cor_TotalDespesas;222241189,4;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;06.182 - Defesa Civil;siconfi-cor_TotalDespesas;21771113,19;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;06.183 - Informação e Inteligência;siconfi-cor_TotalDespesas;9372571,46;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;06.122 - Administração Geral;siconfi-cor_TotalDespesas;3818364851;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;FU06 - Demais Subfunções;siconfi-cor_TotalDespesas;229524582,9;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;08 - Assistência Social;siconfi-cor_TotalDespesas;266148823,2;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;97072470,18;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;18043892,89;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;08.122 - Administração Geral;siconfi-cor_TotalDespesas;64858317,95;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;FU08 - Demais Subfunções;siconfi-cor_TotalDespesas;86174142,21;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;09 - Previdência Social;siconfi-cor_TotalDespesas;8693249369;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;09.272 - Previdência do Regime Estatutário;siconfi-cor_TotalDespesas;8693249369;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;10 - Saúde;siconfi-cor_TotalDespesas;8107315647;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;90072114,9;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;5840412649;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;256378300,5;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;2591356,84;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;650969876,2;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;1115846281;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;FU10 - Demais Subfunções;siconfi-cor_TotalDespesas;151045068;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;11 - Trabalho;siconfi-cor_TotalDespesas;147099725;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;11.331 - Proteção e Benefícios ao Trabalhador;siconfi-cor_TotalDespesas;1680601,83;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;11.332 - Relações de Trabalho;siconfi-cor_TotalDespesas;783002,14;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;11.333 - Empregabilidade;siconfi-cor_TotalDespesas;62985276,1;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;11.334 - Fomento ao Trabalho;siconfi-cor_TotalDespesas;23461190,8;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;11.122 - Administração Geral;siconfi-cor_TotalDespesas;32269988,12;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;FU11 - Demais Subfunções;siconfi-cor_TotalDespesas;25919666;2020
Governo do Estado da Bahia;29;BA;14873064;Despesas Liquidadas;12 - Educação;siconfi-cor_TotalDespesas;4954981821;2020
