Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor;Ano
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.121 - Planejamento e Orçamento;siconfi-cor_TotalDespesas;139599,45;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;778275445,6;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;14867670;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.124 - Controle Interno;siconfi-cor_TotalDespesas;2137009,69;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.125 - Normatização e Fiscalização;siconfi-cor_TotalDespesas;543019,61;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;16509679,03;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.127 - Ordenamento Territorial;siconfi-cor_TotalDespesas;450;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.128 - Formação de Recursos Humanos;siconfi-cor_TotalDespesas;1116202,53;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.129 - Administração de Receitas;siconfi-cor_TotalDespesas;8011782,06;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;103415743,7;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;7318512,41;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;06 - Segurança Pública;siconfi-cor_TotalDespesas;1908893896;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;06.181 - Policiamento;siconfi-cor_TotalDespesas;67708853,91;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;06.182 - Defesa Civil;siconfi-cor_TotalDespesas;7937622,58;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;06.183 - Informação e Inteligência;siconfi-cor_TotalDespesas;8748620,26;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;06.122 - Administração Geral;siconfi-cor_TotalDespesas;1790531504;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU06 - Demais Subfunções;siconfi-cor_TotalDespesas;33967295,52;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;08 - Assistência Social;siconfi-cor_TotalDespesas;23819115,36;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;267242,12;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;08.122 - Administração Geral;siconfi-cor_TotalDespesas;9999;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU08 - Demais Subfunções;siconfi-cor_TotalDespesas;23541874,24;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;09 - Previdência Social;siconfi-cor_TotalDespesas;3235312999;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;09.272 - Previdência do Regime Estatutário;siconfi-cor_TotalDespesas;3221358154;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;09.122 - Administração Geral;siconfi-cor_TotalDespesas;12191140,28;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU09 - Demais Subfunções;siconfi-cor_TotalDespesas;1763704,47;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;10 - Saúde;siconfi-cor_TotalDespesas;1594409152;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;53408143,7;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;718266033,6;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;59518749,99;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;408130;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;8416773,8;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;587338183,1;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU10 - Demais Subfunções;siconfi-cor_TotalDespesas;167053137,3;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;11 - Trabalho;siconfi-cor_TotalDespesas;42805649,73;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;11.122 - Administração Geral;siconfi-cor_TotalDespesas;42805649,73;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;12 - Educação;siconfi-cor_TotalDespesas;2583140772;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;12.364 - Ensino Superior;siconfi-cor_TotalDespesas;18965564,39;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;12.366 - Educação de Jovens e Adultos;siconfi-cor_TotalDespesas;1783017,67;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;12.368 - Educação Básica;siconfi-cor_TotalDespesas;2240841609;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;12.122 - Administração Geral;siconfi-cor_TotalDespesas;307823581;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU12 - Demais Subfunções;siconfi-cor_TotalDespesas;13726999,86;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;13 - Cultura;siconfi-cor_TotalDespesas;58100031,06;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;13.391 - Patrimônio Histórico, Artístico e Arqueológico;siconfi-cor_TotalDespesas;1230432,99;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;35239179,36;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;13.122 - Administração Geral;siconfi-cor_TotalDespesas;21557915,83;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU13 - Demais Subfunções;siconfi-cor_TotalDespesas;72502,88;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;14 - Direitos da Cidadania;siconfi-cor_TotalDespesas;471383079,5;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;14.421 - Custódia e Reintegração Social;siconfi-cor_TotalDespesas;121851001,4;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;14.422 - Direitos Individuais, Coletivos e Difusos;siconfi-cor_TotalDespesas;2660561,93;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;14.122 - Administração Geral;siconfi-cor_TotalDespesas;342027394,7;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU14 - Demais Subfunções;siconfi-cor_TotalDespesas;4844121,5;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;15 - Urbanismo;siconfi-cor_TotalDespesas;143411154;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;15.451 - Infraestrutura Urbana;siconfi-cor_TotalDespesas;110477314,4;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;15.452 - Serviços Urbanos;siconfi-cor_TotalDespesas;3184,82;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;15.122 - Administração Geral;siconfi-cor_TotalDespesas;30234822,89;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU15 - Demais Subfunções;siconfi-cor_TotalDespesas;2695831,83;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;16 - Habitação;siconfi-cor_TotalDespesas;12834290,68;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;16.482 - Habitação Urbana;siconfi-cor_TotalDespesas;12834290,68;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;17 - Saneamento;siconfi-cor_TotalDespesas;18653744,47;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;17.512 - Saneamento Básico Urbano;siconfi-cor_TotalDespesas;17028786,05;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;17.122 - Administração Geral;siconfi-cor_TotalDespesas;1624958,42;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;18 - Gestão Ambiental;siconfi-cor_TotalDespesas;113206894;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;18.541 - Preservação e Conservação Ambiental;siconfi-cor_TotalDespesas;7553566,41;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;18.542 - Controle Ambiental;siconfi-cor_TotalDespesas;4789490,95;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;18.543 - Recuperação de Áreas Degradadas;siconfi-cor_TotalDespesas;13004,98;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;18.544 - Recursos Hídricos;siconfi-cor_TotalDespesas;1842182,86;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;18.122 - Administração Geral;siconfi-cor_TotalDespesas;95749644,18;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU18 - Demais Subfunções;siconfi-cor_TotalDespesas;3259004,62;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;19 - Ciência e Tecnologia;siconfi-cor_TotalDespesas;136783309,1;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;19.573 - Difusão do Conhecimento Científico e Tecnológico;siconfi-cor_TotalDespesas;22336136,95;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;19.122 - Administração Geral;siconfi-cor_TotalDespesas;26832819,53;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU19 - Demais Subfunções;siconfi-cor_TotalDespesas;87614352,58;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;20 - Agricultura;siconfi-cor_TotalDespesas;300374935,9;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;20.605 - Abastecimento;siconfi-cor_TotalDespesas;319077,78;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;20.606 - Extensão Rural;siconfi-cor_TotalDespesas;4324868,65;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;20.608 - Promoção da Produção Agropecuária;siconfi-cor_TotalDespesas;22199876,5;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;20.609 - Defesa Agropecuária;siconfi-cor_TotalDespesas;8203040,13;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;20.122 - Administração Geral;siconfi-cor_TotalDespesas;259758229,2;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU20 - Demais Subfunções;siconfi-cor_TotalDespesas;5569843,69;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;21 - Organização Agrária;siconfi-cor_TotalDespesas;11313597,35;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;21.122 - Administração Geral;siconfi-cor_TotalDespesas;10647408,19;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU21 - Demais Subfunções;siconfi-cor_TotalDespesas;666189,16;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;22 - Indústria;siconfi-cor_TotalDespesas;43550110,79;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;22.661 - Promoção Industrial;siconfi-cor_TotalDespesas;7185260,5;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;22.662 - Produção Industrial;siconfi-cor_TotalDespesas;1980;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;22.663 - Mineração;siconfi-cor_TotalDespesas;613316,72;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;22.122 - Administração Geral;siconfi-cor_TotalDespesas;28694225,59;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU22 - Demais Subfunções;siconfi-cor_TotalDespesas;7055327,98;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;23 - Comércio e Serviços;siconfi-cor_TotalDespesas;109101888,5;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;23.691 - Promoção Comercial;siconfi-cor_TotalDespesas;444181,75;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;23.695 - Turismo;siconfi-cor_TotalDespesas;81575681,12;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;23.122 - Administração Geral;siconfi-cor_TotalDespesas;25652225,04;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU23 - Demais Subfunções;siconfi-cor_TotalDespesas;1429800,63;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;25 - Energia;siconfi-cor_TotalDespesas;2632063,8;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;25.122 - Administração Geral;siconfi-cor_TotalDespesas;1831886,68;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU25 - Demais Subfunções;siconfi-cor_TotalDespesas;800177,12;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;26 - Transporte;siconfi-cor_TotalDespesas;1207379216;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;26.781 - Transporte Aéreo;siconfi-cor_TotalDespesas;4306518,59;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;26.782 - Transporte Rodoviário;siconfi-cor_TotalDespesas;1121343395;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;26.784 - Transporte Hidroviário;siconfi-cor_TotalDespesas;60540;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;26.122 - Administração Geral;siconfi-cor_TotalDespesas;46940103,34;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU26 - Demais Subfunções;siconfi-cor_TotalDespesas;34728658,87;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;27 - Desporto e Lazer;siconfi-cor_TotalDespesas;17759709,79;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;27.812 - Desporto Comunitário;siconfi-cor_TotalDespesas;6734587,87;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;27.122 - Administração Geral;siconfi-cor_TotalDespesas;5505219,39;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;FU27 - Demais Subfunções;siconfi-cor_TotalDespesas;5519902,53;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;28 - Encargos Especiais;siconfi-cor_TotalDespesas;1439780939;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;28.843 - Serviço da Dívida Interna;siconfi-cor_TotalDespesas;809934495,1;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;28.844 - Serviço da Dívida Externa;siconfi-cor_TotalDespesas;224653599,4;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;28.846 - Outros Encargos Especiais;siconfi-cor_TotalDespesas;405192844,8;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Empenhadas;Despesas Intraorçamentárias;siconfi-cor_TotalDespesas;1378729867;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;15760334906;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;01 - Legislativa;siconfi-cor_TotalDespesas;673889474,3;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;255223,98;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;01.032 - Controle Externo;siconfi-cor_TotalDespesas;47631218,12;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;01.122 - Administração Geral;siconfi-cor_TotalDespesas;571602607,7;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU01 - Demais Subfunções;siconfi-cor_TotalDespesas;54400424,46;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;02 - Judiciária;siconfi-cor_TotalDespesas;1137804872;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;02.061 - Ação Judiciária;siconfi-cor_TotalDespesas;27841774,31;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;02.122 - Administração Geral;siconfi-cor_TotalDespesas;1056177997;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU02 - Demais Subfunções;siconfi-cor_TotalDespesas;53785100,92;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;03 - Essencial à Justiça;siconfi-cor_TotalDespesas;455446061,6;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;03.091 - Defesa da Ordem Jurídica;siconfi-cor_TotalDespesas;1407661,24;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;03.122 - Administração Geral;siconfi-cor_TotalDespesas;445461010;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU03 - Demais Subfunções;siconfi-cor_TotalDespesas;8577390,34;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04 - Administração;siconfi-cor_TotalDespesas;901888516,3;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.121 - Planejamento e Orçamento;siconfi-cor_TotalDespesas;139599,45;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;768301121,3;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;12675024,63;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.124 - Controle Interno;siconfi-cor_TotalDespesas;989015,32;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.125 - Normatização e Fiscalização;siconfi-cor_TotalDespesas;528542,09;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;12206481,85;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.127 - Ordenamento Territorial;siconfi-cor_TotalDespesas;450;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.128 - Formação de Recursos Humanos;siconfi-cor_TotalDespesas;1073236,53;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.129 - Administração de Receitas;siconfi-cor_TotalDespesas;7764175,81;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;91406273,47;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;6804595,84;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;06 - Segurança Pública;siconfi-cor_TotalDespesas;1852416216;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;06.181 - Policiamento;siconfi-cor_TotalDespesas;58380634,92;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;06.182 - Defesa Civil;siconfi-cor_TotalDespesas;4533049,24;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;06.183 - Informação e Inteligência;siconfi-cor_TotalDespesas;6281336,45;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;06.122 - Administração Geral;siconfi-cor_TotalDespesas;1754595349;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU06 - Demais Subfunções;siconfi-cor_TotalDespesas;28625845,95;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;08 - Assistência Social;siconfi-cor_TotalDespesas;15714873,37;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;215956,12;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU08 - Demais Subfunções;siconfi-cor_TotalDespesas;15498917,25;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;09 - Previdência Social;siconfi-cor_TotalDespesas;3233306001;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;09.272 - Previdência do Regime Estatutário;siconfi-cor_TotalDespesas;3220044025;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;09.122 - Administração Geral;siconfi-cor_TotalDespesas;12187923,28;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU09 - Demais Subfunções;siconfi-cor_TotalDespesas;1074052,66;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;10 - Saúde;siconfi-cor_TotalDespesas;1478250234;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;48091555,75;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;667850114,1;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;45150186,12;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;408130;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;3992959,91;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;581230800,6;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU10 - Demais Subfunções;siconfi-cor_TotalDespesas;131526487,5;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;11 - Trabalho;siconfi-cor_TotalDespesas;41723465,95;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;11.122 - Administração Geral;siconfi-cor_TotalDespesas;41723465,95;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;12 - Educação;siconfi-cor_TotalDespesas;2409903625;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;12.364 - Ensino Superior;siconfi-cor_TotalDespesas;13622970,75;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;12.366 - Educação de Jovens e Adultos;siconfi-cor_TotalDespesas;1594839,67;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;12.368 - Educação Básica;siconfi-cor_TotalDespesas;2087684924;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;12.122 - Administração Geral;siconfi-cor_TotalDespesas;296828488,9;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU12 - Demais Subfunções;siconfi-cor_TotalDespesas;10172401,65;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;13 - Cultura;siconfi-cor_TotalDespesas;55545088,46;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;13.391 - Patrimônio Histórico, Artístico e Arqueológico;siconfi-cor_TotalDespesas;578764,19;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;34007196,92;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;13.122 - Administração Geral;siconfi-cor_TotalDespesas;20900583,49;2017
Governo do Estado do Mato Grosso;51;MT;3305531;Despesas Liquidadas;FU13 - Demais Subfunções;siconfi-cor_TotalDespesas;58543,86;2017
