Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor;Ano
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;06.183 - Informação e Inteligência;siconfi-cor_TotalDespesas;15707646,15;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;06.122 - Administração Geral;siconfi-cor_TotalDespesas;3727891839;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU06 - Demais Subfunções;siconfi-cor_TotalDespesas;237517063,7;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;08 - Assistência Social;siconfi-cor_TotalDespesas;277908147,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;97200800,27;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;38814693,57;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;08.122 - Administração Geral;siconfi-cor_TotalDespesas;72376384,58;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU08 - Demais Subfunções;siconfi-cor_TotalDespesas;69516269,36;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;09 - Previdência Social;siconfi-cor_TotalDespesas;9235220278;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;09.272 - Previdência do Regime Estatutário;siconfi-cor_TotalDespesas;9235220278;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;10 - Saúde;siconfi-cor_TotalDespesas;9292223986;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;108604260,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;6513455983;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;294862654,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;1033411,89;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;1093360335;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;1137827012;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU10 - Demais Subfunções;siconfi-cor_TotalDespesas;143080328,4;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;11 - Trabalho;siconfi-cor_TotalDespesas;148383952,7;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;11.331 - Proteção e Benefícios ao Trabalhador;siconfi-cor_TotalDespesas;1704860,22;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;11.332 - Relações de Trabalho;siconfi-cor_TotalDespesas;347292,05;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;11.333 - Empregabilidade;siconfi-cor_TotalDespesas;62892061,22;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;11.334 - Fomento ao Trabalho;siconfi-cor_TotalDespesas;21406626,74;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;11.122 - Administração Geral;siconfi-cor_TotalDespesas;33451155,39;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU11 - Demais Subfunções;siconfi-cor_TotalDespesas;28581957,07;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12 - Educação;siconfi-cor_TotalDespesas;6726517539;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.361 - Ensino Fundamental;siconfi-cor_TotalDespesas;750679477,4;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.362 - Ensino Médio;siconfi-cor_TotalDespesas;2387525175;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.363 - Ensino Profissional;siconfi-cor_TotalDespesas;109847410;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.364 - Ensino Superior;siconfi-cor_TotalDespesas;850214643,2;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.365 - Educação Infantil;siconfi-cor_TotalDespesas;2611,58;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.366 - Educação de Jovens e Adultos;siconfi-cor_TotalDespesas;61343921,94;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.367 - Educação Especial;siconfi-cor_TotalDespesas;492513;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.368 - Educação Básica;siconfi-cor_TotalDespesas;1337955153;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;12.122 - Administração Geral;siconfi-cor_TotalDespesas;484355281,1;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU12 - Demais Subfunções;siconfi-cor_TotalDespesas;744101352,2;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;13 - Cultura;siconfi-cor_TotalDespesas;167486089,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;13.391 - Patrimônio Histórico, Artístico e Arqueológico;siconfi-cor_TotalDespesas;13850795,12;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;45639908,04;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;13.122 - Administração Geral;siconfi-cor_TotalDespesas;101497492,1;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU13 - Demais Subfunções;siconfi-cor_TotalDespesas;6497894,33;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;14 - Direitos da Cidadania;siconfi-cor_TotalDespesas;628142468,4;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;14.421 - Custódia e Reintegração Social;siconfi-cor_TotalDespesas;494795231,3;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;14.422 - Direitos Individuais, Coletivos e Difusos;siconfi-cor_TotalDespesas;45876522,55;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;14.122 - Administração Geral;siconfi-cor_TotalDespesas;76941937,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU14 - Demais Subfunções;siconfi-cor_TotalDespesas;10528776,78;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;15 - Urbanismo;siconfi-cor_TotalDespesas;1113861348;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;15.451 - Infraestrutura Urbana;siconfi-cor_TotalDespesas;768515213,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;15.452 - Serviços Urbanos;siconfi-cor_TotalDespesas;2448819,09;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;15.453 - Transportes Coletivos Urbanos;siconfi-cor_TotalDespesas;218965053,5;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;15.122 - Administração Geral;siconfi-cor_TotalDespesas;85449790,75;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU15 - Demais Subfunções;siconfi-cor_TotalDespesas;38482470,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;16 - Habitação;siconfi-cor_TotalDespesas;49738817,05;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;16.482 - Habitação Urbana;siconfi-cor_TotalDespesas;40252348,34;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;16.122 - Administração Geral;siconfi-cor_TotalDespesas;4896347,43;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU16 - Demais Subfunções;siconfi-cor_TotalDespesas;4590121,28;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;17 - Saneamento;siconfi-cor_TotalDespesas;481810240,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;17.511 - Saneamento Básico Rural;siconfi-cor_TotalDespesas;127161879,9;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;17.512 - Saneamento Básico Urbano;siconfi-cor_TotalDespesas;234554644,2;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;17.122 - Administração Geral;siconfi-cor_TotalDespesas;95473976,46;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU17 - Demais Subfunções;siconfi-cor_TotalDespesas;24619740,28;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;18 - Gestão Ambiental;siconfi-cor_TotalDespesas;166374678,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;18.541 - Preservação e Conservação Ambiental;siconfi-cor_TotalDespesas;37527648,44;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;18.542 - Controle Ambiental;siconfi-cor_TotalDespesas;18048293,62;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;18.544 - Recursos Hídricos;siconfi-cor_TotalDespesas;6171381,09;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;18.122 - Administração Geral;siconfi-cor_TotalDespesas;98301176,44;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU18 - Demais Subfunções;siconfi-cor_TotalDespesas;6326179;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;19 - Ciência e Tecnologia;siconfi-cor_TotalDespesas;87305755,54;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;19.571 - Desenvolvimento Científico;siconfi-cor_TotalDespesas;14313134,55;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;19.573 - Difusão do Conhecimento Científico e Tecnológico;siconfi-cor_TotalDespesas;50610414,29;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;19.122 - Administração Geral;siconfi-cor_TotalDespesas;20083167,46;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU19 - Demais Subfunções;siconfi-cor_TotalDespesas;2299039,24;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;20 - Agricultura;siconfi-cor_TotalDespesas;674636345,4;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;20.606 - Extensão Rural;siconfi-cor_TotalDespesas;371195558,2;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;20.607 - Irrigação;siconfi-cor_TotalDespesas;82657;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;20.608 - Promoção da Produção Agropecuária;siconfi-cor_TotalDespesas;17063168,04;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;20.609 - Defesa Agropecuária;siconfi-cor_TotalDespesas;5744725,93;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;20.122 - Administração Geral;siconfi-cor_TotalDespesas;170838607,9;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU20 - Demais Subfunções;siconfi-cor_TotalDespesas;109711628,3;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;21 - Organização Agrária;siconfi-cor_TotalDespesas;5484141,31;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;21.631 - Reforma Agrária;siconfi-cor_TotalDespesas;1038985,28;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;21.122 - Administração Geral;siconfi-cor_TotalDespesas;2970446,33;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU21 - Demais Subfunções;siconfi-cor_TotalDespesas;1474709,7;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;22 - Indústria;siconfi-cor_TotalDespesas;131707881,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;22.661 - Promoção Industrial;siconfi-cor_TotalDespesas;23905259,58;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;22.663 - Mineração;siconfi-cor_TotalDespesas;15098363,03;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;22.665 - Normalização e Qualidade;siconfi-cor_TotalDespesas;734949,08;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;22.122 - Administração Geral;siconfi-cor_TotalDespesas;85608288,61;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU22 - Demais Subfunções;siconfi-cor_TotalDespesas;6361021,32;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;23 - Comércio e Serviços;siconfi-cor_TotalDespesas;265918795,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;23.691 - Promoção Comercial;siconfi-cor_TotalDespesas;244200,54;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;23.692 - Comercialização;siconfi-cor_TotalDespesas;13483248,12;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;23.695 - Turismo;siconfi-cor_TotalDespesas;74064925,17;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;23.122 - Administração Geral;siconfi-cor_TotalDespesas;41154407,26;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU23 - Demais Subfunções;siconfi-cor_TotalDespesas;136972014,7;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;24 - Comunicações;siconfi-cor_TotalDespesas;183303774,7;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;24.722 - Telecomunicações;siconfi-cor_TotalDespesas;13328,95;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;24.122 - Administração Geral;siconfi-cor_TotalDespesas;15843395,82;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU24 - Demais Subfunções;siconfi-cor_TotalDespesas;167447049,9;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;25 - Energia;siconfi-cor_TotalDespesas;12363470,72;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;25.752 - Energia Elétrica;siconfi-cor_TotalDespesas;12363470,72;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;26 - Transporte;siconfi-cor_TotalDespesas;1159615455;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;26.781 - Transporte Aéreo;siconfi-cor_TotalDespesas;36307244,75;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;26.782 - Transporte Rodoviário;siconfi-cor_TotalDespesas;1004148472;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;26.784 - Transporte Hidroviário;siconfi-cor_TotalDespesas;3018955,18;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;26.122 - Administração Geral;siconfi-cor_TotalDespesas;79455761,03;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU26 - Demais Subfunções;siconfi-cor_TotalDespesas;36685021,51;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;27 - Desporto e Lazer;siconfi-cor_TotalDespesas;454857539,1;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;27.811 - Desporto de Rendimento;siconfi-cor_TotalDespesas;378174681,2;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;27.812 - Desporto Comunitário;siconfi-cor_TotalDespesas;64886059,84;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;27.813 - Lazer;siconfi-cor_TotalDespesas;57180,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;27.122 - Administração Geral;siconfi-cor_TotalDespesas;10355750,3;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;FU27 - Demais Subfunções;siconfi-cor_TotalDespesas;1383867,24;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;28 - Encargos Especiais;siconfi-cor_TotalDespesas;11925022486;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;28.843 - Serviço da Dívida Interna;siconfi-cor_TotalDespesas;942539187,2;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;28.844 - Serviço da Dívida Externa;siconfi-cor_TotalDespesas;954352019,4;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;28.845 - Outras Transferências;siconfi-cor_TotalDespesas;8434061547;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;28.846 - Outros Encargos Especiais;siconfi-cor_TotalDespesas;1594069732;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Empenhadas;Despesas Intraorçamentárias;siconfi-cor_TotalDespesas;3205794626;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;51900309466;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;01 - Legislativa;siconfi-cor_TotalDespesas;1109882713;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;372142797,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;01.032 - Controle Externo;siconfi-cor_TotalDespesas;258009187,9;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;01.122 - Administração Geral;siconfi-cor_TotalDespesas;434761889,9;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;FU01 - Demais Subfunções;siconfi-cor_TotalDespesas;44968837,7;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;02 - Judiciária;siconfi-cor_TotalDespesas;2269085091;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;02.061 - Ação Judiciária;siconfi-cor_TotalDespesas;1662803090;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;02.122 - Administração Geral;siconfi-cor_TotalDespesas;388383046,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;FU02 - Demais Subfunções;siconfi-cor_TotalDespesas;217898954,5;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;03 - Essencial à Justiça;siconfi-cor_TotalDespesas;1080829758;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;03.091 - Defesa da Ordem Jurídica;siconfi-cor_TotalDespesas;506902410,1;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;03.092 - Representação Judicial e Extrajudicial;siconfi-cor_TotalDespesas;175370937,7;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;03.122 - Administração Geral;siconfi-cor_TotalDespesas;304007825;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;FU03 - Demais Subfunções;siconfi-cor_TotalDespesas;94548585,26;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;04 - Administração;siconfi-cor_TotalDespesas;1269965495;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;04.121 - Planejamento e Orçamento;siconfi-cor_TotalDespesas;5977722,02;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;977421967,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;74148431,5;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;128794126,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;04.128 - Formação de Recursos Humanos;siconfi-cor_TotalDespesas;126160;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;2999013,42;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;80498073,2;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;06 - Segurança Pública;siconfi-cor_TotalDespesas;4319232567;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;06.181 - Policiamento;siconfi-cor_TotalDespesas;319838983,3;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;06.182 - Defesa Civil;siconfi-cor_TotalDespesas;27421980,73;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;06.183 - Informação e Inteligência;siconfi-cor_TotalDespesas;15703536,15;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;06.122 - Administração Geral;siconfi-cor_TotalDespesas;3720642814;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;FU06 - Demais Subfunções;siconfi-cor_TotalDespesas;235625252,7;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;08 - Assistência Social;siconfi-cor_TotalDespesas;272953727,1;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;97070350,05;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;36927332,27;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;08.122 - Administração Geral;siconfi-cor_TotalDespesas;71263834,68;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;FU08 - Demais Subfunções;siconfi-cor_TotalDespesas;67692210,13;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;09 - Previdência Social;siconfi-cor_TotalDespesas;9235220278;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;09.272 - Previdência do Regime Estatutário;siconfi-cor_TotalDespesas;9235220278;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;10 - Saúde;siconfi-cor_TotalDespesas;8934345791;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;101923228,4;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;6224746485;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;280638172,9;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;994480,03;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;1054811994;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;1129767306;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;FU10 - Demais Subfunções;siconfi-cor_TotalDespesas;141464125,6;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;11 - Trabalho;siconfi-cor_TotalDespesas;131652515,8;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;11.331 - Proteção e Benefícios ao Trabalhador;siconfi-cor_TotalDespesas;1704860,22;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;11.332 - Relações de Trabalho;siconfi-cor_TotalDespesas;340101,16;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;11.333 - Empregabilidade;siconfi-cor_TotalDespesas;50505754,26;2021
Governo do Estado da Bahia;29;BA;14930634;Despesas Liquidadas;11.334 - Fomento ao Trabalho;siconfi-cor_TotalDespesas;19056005,88;2021
